state,keyword,candidate_title,candidate_url,extracted_title,identifier,status,is_real_bill,matches_keyword,error
CA,shared equity,AB 2399,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2399,Bill Text - AB-2399 Real property tax: welfare exemption: community land trusts.,AB 2399,Amended,True,False,
CA,shared equity,AB 2400,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2400,Bill Text - AB-2400 General plan: annual report: suite-style student housing quarters.,AB 2400,Amended,True,False,
CA,shared equity,AB 2401,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2401,Bill Text - AB-2401 Video imaging of parking violations.,AB 2401,Amended,True,False,
CA,shared equity,AB 2402,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2402,Bill Text - AB-2402 Health studio contracts: fee limits: multiservice health club studio.,AB 2402,Amended,True,False,
CA,shared equity,AB 2403,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2403,Bill Text - AB-2403 Personal Income Tax Law and Corporation Tax Law: credits: commercial production.,AB 2403,Amended,True,False,
CA,shared equity,AB 2404,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2404,"Bill Text - AB-2404 State advisory groups, boards, and committees: San Joaquin Valley.",AB 2404,Amended,True,False,
CA,shared equity,AB 2405,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2405,Bill Text - AB-2405 Criminal prosecution: statutes of limitation.,AB 2405,Amended,True,False,
CA,surplus land,AB 2395,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2395,Bill Text - AB-2395 Child support: compromise of arrears program.,AB 2395,Amended,True,False,
CA,surplus land,AB 2396,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2396,Bill Text - AB-2396 Elections Code: interpretation.,AB 2396,Amended,True,False,
CA,surplus land,AB 2397,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2397,Bill Text - AB-2397 Planning and zoning.,AB 2397,Amended,True,False,
CA,surplus land,AB 2398,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2398,Bill Text - AB-2398 Practice of medicine: Physician Graduate License Act.,AB 2398,Amended,True,False,
CA,surplus land,AB 2399,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2399,Bill Text - AB-2399 Real property tax: welfare exemption: community land trusts.,AB 2399,Amended,True,False,
CA,surplus land,AB 2400,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2400,Bill Text - AB-2400 General plan: annual report: suite-style student housing quarters.,AB 2400,Amended,True,False,
CA,surplus land,AB 2401,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2401,Bill Text - AB-2401 Video imaging of parking violations.,AB 2401,Amended,True,False,
CA,surplus land,AB 2402,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2402,Bill Text - AB-2402 Health studio contracts: fee limits: multiservice health club studio.,AB 2402,Amended,True,False,
CA,surplus land,AB 2403,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2403,Bill Text - AB-2403 Personal Income Tax Law and Corporation Tax Law: credits: commercial production.,AB 2403,Amended,True,False,
CA,surplus land,AB 2404,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2404,"Bill Text - AB-2404 State advisory groups, boards, and committees: San Joaquin Valley.",AB 2404,Amended,True,False,
CA,surplus land,AB 2405,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202520260AB2405,Bill Text - AB-2405 Criminal prosecution: statutes of limitation.,AB 2405,Amended,True,False,
NY,community land trust,S1497 Relates to the paper carryout bag reduction fee,https://legislation.nysenate.gov/api/3/bills/2025/S1497,Relates to the paper carryout bag reduction fee,S1497,In Senate Committee,True,False,
NY,community land trust,S150 Allows lifetime orders of protection in certain cases,https://legislation.nysenate.gov/api/3/bills/2025/S150,Allows lifetime orders of protection in certain cases,S150,In Senate Committee,True,False,
NY,community land trust,S1528 Establishes a tax on carbon-based fuels,https://legislation.nysenate.gov/api/3/bills/2025/S1528,Establishes a tax on carbon-based fuels,S1528,In Senate Committee,True,False,
NY,community land trust,S1529 Establishes a carbon farming tax credit for farmers,https://legislation.nysenate.gov/api/3/bills/2025/S1529,Establishes a carbon farming tax credit for farmers,S1529,In Senate Committee,True,False,
NY,community land trust,"S1618 Enacts the ""New York affordable drug manufacturing act""",https://legislation.nysenate.gov/api/3/bills/2025/S1618,"Enacts the ""New York affordable drug manufacturing act""",S1618,In Assembly Committee,True,False,
NY,community land trust,S1620 Restricts amplified sound from vehicles,https://legislation.nysenate.gov/api/3/bills/2025/S1620,Restricts amplified sound from vehicles,S1620,In Senate Committee,True,False,
NY,community land trust,S1630 Extends eligibility for the agricultural property tax credit to farmers having a leasehold interest of not fewer than five years in qualified agricultural property,https://legislation.nysenate.gov/api/3/bills/2025/S1630,Extends eligibility for the agricultural property tax credit to farmers having a leasehold interest of not fewer than five years in qualified agricultural property,S1630,In Senate Committee,True,False,
NY,community land trust,S1637 Awards grants to municipalities for capital improvement projects; appropriation,https://legislation.nysenate.gov/api/3/bills/2025/S1637,Awards grants to municipalities for capital improvement projects; appropriation,S1637,In Senate Committee,True,False,
NY,community land trust,S1662 Authorizes a childhood education surcharge on the personal income tax for cities having a population of one million or more persons,https://legislation.nysenate.gov/api/3/bills/2025/S1662,Authorizes a childhood education surcharge on the personal income tax for cities having a population of one million or more persons,S1662,In Senate Committee,True,False,
NY,community land trust,S1671 Authorizes the commissioner of corrections and community supervision to discipline certain employees for acts of serious misconduct,https://legislation.nysenate.gov/api/3/bills/2025/S1671,Authorizes the commissioner of corrections and community supervision to discipline certain employees for acts of serious misconduct,S1671,In Senate Committee,True,False,
NY,community land trust,"A5763 Relates to reimbursing charter schools for leasing certain facilities, and prohibition of non-disclosure agreements; repealer",https://legislation.nysenate.gov/api/3/bills/2024/A5763,"Relates to reimbursing charter schools for leasing certain facilities, and prohibition of non-disclosure agreements; repealer",A5763,In Assembly Committee,True,False,
NY,community land trust,A577 Relates to the care and collection of animals on vacant property,https://legislation.nysenate.gov/api/3/bills/2024/A577,Relates to the care and collection of animals on vacant property,A577,In Assembly Committee,True,False,
NY,community land trust,A5818 Requires notice be provided to any officer or employee of the department of corrections and community supervision whose personal information is the subject of a subpoena duces tecum,https://legislation.nysenate.gov/api/3/bills/2024/A5818,Requires notice be provided to any officer or employee of the department of corrections and community supervision whose personal information is the subject of a subpoena duces tecum,A5818,In Assembly Committee,True,False,
NY,community land trust,A5900 Establishes a tax on direct broadcast satellite services and video streaming services and establishes the community media reinvestment fund,https://legislation.nysenate.gov/api/3/bills/2024/A5900,Establishes a tax on direct broadcast satellite services and video streaming services and establishes the community media reinvestment fund,A5900,In Assembly Committee,True,False,
NY,community land trust,A5919 Establishes a carbon farming tax credit for farmers,https://legislation.nysenate.gov/api/3/bills/2024/A5919,Establishes a carbon farming tax credit for farmers,A5919,In Assembly Committee,True,False,
NY,community land trust,A5921 Authorizes any registered voter to vote by absentee ballot,https://legislation.nysenate.gov/api/3/bills/2024/A5921,Authorizes any registered voter to vote by absentee ballot,A5921,In Assembly Committee,True,False,
NY,community land trust,A6000 Authorizes the county of Nassau assessor to accept an application for a retroactive real property tax exemption from the Incorporated Village of Hempstead Community Development Agency,https://legislation.nysenate.gov/api/3/bills/2024/A6000,Authorizes the county of Nassau assessor to accept an application for a retroactive real property tax exemption from the Incorporated Village of Hempstead Community Development Agency,A6000,In Assembly Committee,True,False,
NY,community land trust,A602 Relates to the percentage responsibility of the state for federally assisted projects,https://legislation.nysenate.gov/api/3/bills/2024/A602,Relates to the percentage responsibility of the state for federally assisted projects,A602,Signed by Governor,True,False,
NY,community land trust,A603 Requires notice to members of the legislature and certain local officials relating to certain construction and other projects affecting such members' and officials' districts,https://legislation.nysenate.gov/api/3/bills/2024/A603,Requires notice to members of the legislature and certain local officials relating to certain construction and other projects affecting such members' and officials' districts,A603,Assembly Floor Calendar,True,False,
NY,community land trust,A604 Relates to the transfer and use of certain state land to the city of New Rochelle for the construction of municipal fire services and affordable housing,https://legislation.nysenate.gov/api/3/bills/2024/A604,Relates to the transfer and use of certain state land to the city of New Rochelle for the construction of municipal fire services and affordable housing,A604,Assembly Floor Calendar,True,True,
NY,community land trust,"A5763 Relates to reimbursing charter schools for leasing certain facilities, and prohibition of non-disclosure agreements; repealer",https://legislation.nysenate.gov/api/3/bills/2023/A5763,"Relates to reimbursing charter schools for leasing certain facilities, and prohibition of non-disclosure agreements; repealer",A5763,In Assembly Committee,True,False,
NY,community land trust,A577 Relates to the care and collection of animals on vacant property,https://legislation.nysenate.gov/api/3/bills/2023/A577,Relates to the care and collection of animals on vacant property,A577,In Assembly Committee,True,False,
NY,community land trust,A5818 Requires notice be provided to any officer or employee of the department of corrections and community supervision whose personal information is the subject of a subpoena duces tecum,https://legislation.nysenate.gov/api/3/bills/2023/A5818,Requires notice be provided to any officer or employee of the department of corrections and community supervision whose personal information is the subject of a subpoena duces tecum,A5818,In Assembly Committee,True,False,
NY,community land trust,A5900 Establishes a tax on direct broadcast satellite services and video streaming services and establishes the community media reinvestment fund,https://legislation.nysenate.gov/api/3/bills/2023/A5900,Establishes a tax on direct broadcast satellite services and video streaming services and establishes the community media reinvestment fund,A5900,In Assembly Committee,True,False,
NY,community land trust,A5919 Establishes a carbon farming tax credit for farmers,https://legislation.nysenate.gov/api/3/bills/2023/A5919,Establishes a carbon farming tax credit for farmers,A5919,In Assembly Committee,True,False,
NY,community land trust,A5921 Authorizes any registered voter to vote by absentee ballot,https://legislation.nysenate.gov/api/3/bills/2023/A5921,Authorizes any registered voter to vote by absentee ballot,A5921,In Assembly Committee,True,False,
NY,community land trust,A6000 Authorizes the county of Nassau assessor to accept an application for a retroactive real property tax exemption from the Incorporated Village of Hempstead Community Development Agency,https://legislation.nysenate.gov/api/3/bills/2023/A6000,Authorizes the county of Nassau assessor to accept an application for a retroactive real property tax exemption from the Incorporated Village of Hempstead Community Development Agency,A6000,In Assembly Committee,True,False,
NY,community land trust,A602 Relates to the percentage responsibility of the state for federally assisted projects,https://legislation.nysenate.gov/api/3/bills/2023/A602,Relates to the percentage responsibility of the state for federally assisted projects,A602,Signed by Governor,True,False,
NY,community land trust,A603 Requires notice to members of the legislature and certain local officials relating to certain construction and other projects affecting such members' and officials' districts,https://legislation.nysenate.gov/api/3/bills/2023/A603,Requires notice to members of the legislature and certain local officials relating to certain construction and other projects affecting such members' and officials' districts,A603,Assembly Floor Calendar,True,False,
NY,community land trust,A604 Relates to the transfer and use of certain state land to the city of New Rochelle for the construction of municipal fire services and affordable housing,https://legislation.nysenate.gov/api/3/bills/2023/A604,Relates to the transfer and use of certain state land to the city of New Rochelle for the construction of municipal fire services and affordable housing,A604,Assembly Floor Calendar,True,True,
NY,shared equity,S1671 Authorizes the commissioner of corrections and community supervision to discipline certain employees for acts of serious misconduct,https://legislation.nysenate.gov/api/3/bills/2025/S1671,Authorizes the commissioner of corrections and community supervision to discipline certain employees for acts of serious misconduct,S1671,In Senate Committee,True,False,
NY,shared equity,S1692 Relates to commissaries and canteens at correctional institutions,https://legislation.nysenate.gov/api/3/bills/2025/S1692,Relates to commissaries and canteens at correctional institutions,S1692,In Senate Committee,True,False,
NY,shared equity,S1819 Provides that the results of urine tests conducted pursuant to a judicial diversion program shall be private and confidential,https://legislation.nysenate.gov/api/3/bills/2025/S1819,Provides that the results of urine tests conducted pursuant to a judicial diversion program shall be private and confidential,S1819,In Senate Committee,True,False,
NY,shared equity,S2330 Imposes an excise tax on sugary drinks,https://legislation.nysenate.gov/api/3/bills/2025/S2330,Imposes an excise tax on sugary drinks,S2330,In Senate Committee,True,False,
NY,shared equity,S4667 Relates to service retirement benefits for uniformed sanitation members of the New York city employees' retirement system,https://legislation.nysenate.gov/api/3/bills/2025/S4667,Relates to service retirement benefits for uniformed sanitation members of the New York city employees' retirement system,S4667,In Senate Committee,True,False,
NY,shared equity,J1716 Memorializing Governor Kathy Hochul to proclaim March 2026 as Greek History Month in the State of New York,https://legislation.nysenate.gov/api/3/bills/2025/J1716,Memorializing Governor Kathy Hochul to proclaim March 2026 as Greek History Month in the State of New York,J1716,Adopted,False,False,
NY,shared equity,"J1607 Memorializing Governor Kathy Hochul to proclaim March 2026, as American Red Cross Month in the State of New York",https://legislation.nysenate.gov/api/3/bills/2025/J1607,"Memorializing Governor Kathy Hochul to proclaim March 2026, as American Red Cross Month in the State of New York",J1607,Adopted,False,False,
NY,shared equity,A3779 Relates to restricting the use of electronic monitoring and automated employment decision tools,https://legislation.nysenate.gov/api/3/bills/2025/A3779,Relates to restricting the use of electronic monitoring and automated employment decision tools,A3779,In Assembly Committee,True,False,
NY,shared equity,"S7482 Relates to designating an individual who has been convicted of certain crimes against athletes, coaches, officials or participants of a sports event as a prohibited sports bettor",https://legislation.nysenate.gov/api/3/bills/2025/S7482,"Relates to designating an individual who has been convicted of certain crimes against athletes, coaches, officials or participants of a sports event as a prohibited sports bettor",S7482,In Senate Committee,True,False,
NY,shared equity,S384 Establishes a right of first refusal in the state for federal public land to be transferred,https://legislation.nysenate.gov/api/3/bills/2025/S384,Establishes a right of first refusal in the state for federal public land to be transferred,S384,Senate Floor Calendar,True,False,
NY,shared equity,A6511 Allows for certain members of a public retirement system of the state to receive credit for military service,https://legislation.nysenate.gov/api/3/bills/2024/A6511,Allows for certain members of a public retirement system of the state to receive credit for military service,A6511,In Assembly Committee,True,False,
NY,shared equity,A6574 Relates to the limitation of overtime compensation in final average salary calculations,https://legislation.nysenate.gov/api/3/bills/2024/A6574,Relates to the limitation of overtime compensation in final average salary calculations,A6574,In Assembly Committee,True,False,
NY,shared equity,A6640 Relates to applying cost-of-living adjustments,https://legislation.nysenate.gov/api/3/bills/2024/A6640,Relates to applying cost-of-living adjustments,A6640,In Assembly Committee,True,False,
NY,shared equity,A6703 Authorizes Marie Glarakis to change the designated beneficiary of her retirement benefits,https://legislation.nysenate.gov/api/3/bills/2024/A6703,Authorizes Marie Glarakis to change the designated beneficiary of her retirement benefits,A6703,In Assembly Committee,True,False,
NY,shared equity,A6762 Establishes a local authorities searchable subsidy and economic development benefits database,https://legislation.nysenate.gov/api/3/bills/2024/A6762,Establishes a local authorities searchable subsidy and economic development benefits database,A6762,In Assembly Committee,True,False,
NY,shared equity,A6772 Relates to certain housing accomodations,https://legislation.nysenate.gov/api/3/bills/2024/A6772,Relates to certain housing accomodations,A6772,Stricken,True,False,
NY,shared equity,A6782 Provides for the inclusion of a faculty or staff member on the board of trustees of community colleges,https://legislation.nysenate.gov/api/3/bills/2024/A6782,Provides for the inclusion of a faculty or staff member on the board of trustees of community colleges,A6782,Assembly Floor Calendar,True,False,
NY,shared equity,A6789 Requires disclosure of certain social media terms of service,https://legislation.nysenate.gov/api/3/bills/2024/A6789,Requires disclosure of certain social media terms of service,A6789,Assembly Floor Calendar,True,False,
NY,shared equity,"A6819 Enacts the ""trapped at work act""",https://legislation.nysenate.gov/api/3/bills/2024/A6819,"Enacts the ""trapped at work act""",A6819,In Assembly Committee,True,False,
NY,shared equity,A6218 Requires enhanced federal medical assistance percentage funds be directly shared with the counties and the city of New York,https://legislation.nysenate.gov/api/3/bills/2024/A6218,Requires enhanced federal medical assistance percentage funds be directly shared with the counties and the city of New York,A6218,In Assembly Committee,True,False,
NY,shared equity,A6511 Allows for certain members of a public retirement system of the state to receive credit for military service,https://legislation.nysenate.gov/api/3/bills/2023/A6511,Allows for certain members of a public retirement system of the state to receive credit for military service,A6511,In Assembly Committee,True,False,
NY,shared equity,A6574 Relates to the limitation of overtime compensation in final average salary calculations,https://legislation.nysenate.gov/api/3/bills/2023/A6574,Relates to the limitation of overtime compensation in final average salary calculations,A6574,In Assembly Committee,True,False,
NY,shared equity,A6640 Relates to applying cost-of-living adjustments,https://legislation.nysenate.gov/api/3/bills/2023/A6640,Relates to applying cost-of-living adjustments,A6640,In Assembly Committee,True,False,
NY,shared equity,A6703 Authorizes Marie Glarakis to change the designated beneficiary of her retirement benefits,https://legislation.nysenate.gov/api/3/bills/2023/A6703,Authorizes Marie Glarakis to change the designated beneficiary of her retirement benefits,A6703,In Assembly Committee,True,False,
NY,shared equity,A6762 Establishes a local authorities searchable subsidy and economic development benefits database,https://legislation.nysenate.gov/api/3/bills/2023/A6762,Establishes a local authorities searchable subsidy and economic development benefits database,A6762,In Assembly Committee,True,False,
NY,shared equity,A6772 Relates to certain housing accomodations,https://legislation.nysenate.gov/api/3/bills/2023/A6772,Relates to certain housing accomodations,A6772,Stricken,True,False,
NY,shared equity,A6782 Provides for the inclusion of a faculty or staff member on the board of trustees of community colleges,https://legislation.nysenate.gov/api/3/bills/2023/A6782,Provides for the inclusion of a faculty or staff member on the board of trustees of community colleges,A6782,Assembly Floor Calendar,True,False,
NY,shared equity,A6789 Requires disclosure of certain social media terms of service,https://legislation.nysenate.gov/api/3/bills/2023/A6789,Requires disclosure of certain social media terms of service,A6789,Assembly Floor Calendar,True,False,
NY,shared equity,"A6819 Enacts the ""trapped at work act""",https://legislation.nysenate.gov/api/3/bills/2023/A6819,"Enacts the ""trapped at work act""",A6819,In Assembly Committee,True,False,
NY,shared equity,A6218 Requires enhanced federal medical assistance percentage funds be directly shared with the counties and the city of New York,https://legislation.nysenate.gov/api/3/bills/2023/A6218,Requires enhanced federal medical assistance percentage funds be directly shared with the counties and the city of New York,A6218,In Assembly Committee,True,False,
NY,surplus land,S1529 Establishes a carbon farming tax credit for farmers,https://legislation.nysenate.gov/api/3/bills/2025/S1529,Establishes a carbon farming tax credit for farmers,S1529,In Senate Committee,True,False,
NY,surplus land,S1630 Extends eligibility for the agricultural property tax credit to farmers having a leasehold interest of not fewer than five years in qualified agricultural property,https://legislation.nysenate.gov/api/3/bills/2025/S1630,Extends eligibility for the agricultural property tax credit to farmers having a leasehold interest of not fewer than five years in qualified agricultural property,S1630,In Senate Committee,True,False,
NY,surplus land,S1694 Prohibits recording of the entrance of a school ground,https://legislation.nysenate.gov/api/3/bills/2025/S1694,Prohibits recording of the entrance of a school ground,S1694,In Senate Committee,True,False,
NY,surplus land,S173 Establishes an unemployment bridge program; establishes digital ad tax act; appropriation,https://legislation.nysenate.gov/api/3/bills/2025/S173,Establishes an unemployment bridge program; establishes digital ad tax act; appropriation,S173,In Senate Committee,True,False,
NY,surplus land,S1745 Relates to the treatment of cooperative housing entities,https://legislation.nysenate.gov/api/3/bills/2025/S1745,Relates to the treatment of cooperative housing entities,S1745,In Senate Committee,True,False,
NY,surplus land,S2324 Relates to the sale or transfer of certain real property by the state or public authorities,https://legislation.nysenate.gov/api/3/bills/2025/S2324,Relates to the sale or transfer of certain real property by the state or public authorities,S2324,In Assembly Committee,True,True,
NY,surplus land,"S2344 Dissolves the New York state thruway authority, and transferring all functions, duties, debts, and obligations of such authority to the department of transportation; repealer",https://legislation.nysenate.gov/api/3/bills/2025/S2344,"Dissolves the New York state thruway authority, and transferring all functions, duties, debts, and obligations of such authority to the department of transportation; repealer",S2344,In Senate Committee,True,False,
NY,surplus land,"S2415 Prohibits publicly owned treatment works from accepting wastewater associated with the exploration, delineation, development, or production of natural gas",https://legislation.nysenate.gov/api/3/bills/2025/S2415,"Prohibits publicly owned treatment works from accepting wastewater associated with the exploration, delineation, development, or production of natural gas",S2415,In Senate Committee,True,False,
NY,surplus land,"S2427 Authorizes the city of Lockport to add unpaid housing code violation penalties, costs and fines to such city's annual tax levy",https://legislation.nysenate.gov/api/3/bills/2025/S2427,"Authorizes the city of Lockport to add unpaid housing code violation penalties, costs and fines to such city's annual tax levy",S2427,In Senate Committee,True,False,
NY,surplus land,S243 Includes the space force as being members of the armed forces or veterans eligible for certain credits and benefits,https://legislation.nysenate.gov/api/3/bills/2025/S243,Includes the space force as being members of the armed forces or veterans eligible for certain credits and benefits,S243,Senate Floor Calendar,True,False,
NY,surplus land,A577 Relates to the care and collection of animals on vacant property,https://legislation.nysenate.gov/api/3/bills/2024/A577,Relates to the care and collection of animals on vacant property,A577,In Assembly Committee,True,False,
NY,surplus land,A5900 Establishes a tax on direct broadcast satellite services and video streaming services and establishes the community media reinvestment fund,https://legislation.nysenate.gov/api/3/bills/2024/A5900,Establishes a tax on direct broadcast satellite services and video streaming services and establishes the community media reinvestment fund,A5900,In Assembly Committee,True,False,
NY,surplus land,A5919 Establishes a carbon farming tax credit for farmers,https://legislation.nysenate.gov/api/3/bills/2024/A5919,Establishes a carbon farming tax credit for farmers,A5919,In Assembly Committee,True,False,
NY,surplus land,A602 Relates to the percentage responsibility of the state for federally assisted projects,https://legislation.nysenate.gov/api/3/bills/2024/A602,Relates to the percentage responsibility of the state for federally assisted projects,A602,Signed by Governor,True,False,
NY,surplus land,A604 Relates to the transfer and use of certain state land to the city of New Rochelle for the construction of municipal fire services and affordable housing,https://legislation.nysenate.gov/api/3/bills/2024/A604,Relates to the transfer and use of certain state land to the city of New Rochelle for the construction of municipal fire services and affordable housing,A604,Assembly Floor Calendar,True,False,
NY,surplus land,A6040 Relates to protections for freelance workers,https://legislation.nysenate.gov/api/3/bills/2024/A6040,Relates to protections for freelance workers,A6040,Assembly Floor Calendar,True,False,
NY,surplus land,A6062 Directs the director of the office of homeland security and emergency services to conduct a review of security of metropolitan transportation authority facilities,https://legislation.nysenate.gov/api/3/bills/2024/A6062,Directs the director of the office of homeland security and emergency services to conduct a review of security of metropolitan transportation authority facilities,A6062,In Assembly Committee,True,False,
NY,surplus land,A6085 Relates to a license to sell liquor at retail for consumption on certain premises,https://legislation.nysenate.gov/api/3/bills/2024/A6085,Relates to a license to sell liquor at retail for consumption on certain premises,A6085,Signed by Governor,True,False,
NY,surplus land,A6477 Requires the posting of a notice in certain rental premises regarding access to the sex offender registry,https://legislation.nysenate.gov/api/3/bills/2024/A6477,Requires the posting of a notice in certain rental premises regarding access to the sex offender registry,A6477,In Assembly Committee,True,False,
NY,surplus land,A6670 Relates to transit-oriented development,https://legislation.nysenate.gov/api/3/bills/2024/A6670,Relates to transit-oriented development,A6670,In Assembly Committee,True,False,
NY,surplus land,A577 Relates to the care and collection of animals on vacant property,https://legislation.nysenate.gov/api/3/bills/2023/A577,Relates to the care and collection of animals on vacant property,A577,In Assembly Committee,True,False,
NY,surplus land,A5900 Establishes a tax on direct broadcast satellite services and video streaming services and establishes the community media reinvestment fund,https://legislation.nysenate.gov/api/3/bills/2023/A5900,Establishes a tax on direct broadcast satellite services and video streaming services and establishes the community media reinvestment fund,A5900,In Assembly Committee,True,False,
NY,surplus land,A5919 Establishes a carbon farming tax credit for farmers,https://legislation.nysenate.gov/api/3/bills/2023/A5919,Establishes a carbon farming tax credit for farmers,A5919,In Assembly Committee,True,False,
NY,surplus land,A602 Relates to the percentage responsibility of the state for federally assisted projects,https://legislation.nysenate.gov/api/3/bills/2023/A602,Relates to the percentage responsibility of the state for federally assisted projects,A602,Signed by Governor,True,False,
NY,surplus land,A604 Relates to the transfer and use of certain state land to the city of New Rochelle for the construction of municipal fire services and affordable housing,https://legislation.nysenate.gov/api/3/bills/2023/A604,Relates to the transfer and use of certain state land to the city of New Rochelle for the construction of municipal fire services and affordable housing,A604,Assembly Floor Calendar,True,False,
NY,surplus land,A6040 Relates to protections for freelance workers,https://legislation.nysenate.gov/api/3/bills/2023/A6040,Relates to protections for freelance workers,A6040,Assembly Floor Calendar,True,False,
NY,surplus land,A6062 Directs the director of the office of homeland security and emergency services to conduct a review of security of metropolitan transportation authority facilities,https://legislation.nysenate.gov/api/3/bills/2023/A6062,Directs the director of the office of homeland security and emergency services to conduct a review of security of metropolitan transportation authority facilities,A6062,In Assembly Committee,True,False,
NY,surplus land,A6085 Relates to a license to sell liquor at retail for consumption on certain premises,https://legislation.nysenate.gov/api/3/bills/2023/A6085,Relates to a license to sell liquor at retail for consumption on certain premises,A6085,Signed by Governor,True,False,
NY,surplus land,A6477 Requires the posting of a notice in certain rental premises regarding access to the sex offender registry,https://legislation.nysenate.gov/api/3/bills/2023/A6477,Requires the posting of a notice in certain rental premises regarding access to the sex offender registry,A6477,In Assembly Committee,True,False,
NY,surplus land,A6670 Relates to transit-oriented development,https://legislation.nysenate.gov/api/3/bills/2023/A6670,Relates to transit-oriented development,A6670,In Assembly Committee,True,False,
VT,community land trust,H.1,https://legislature.vermont.gov/bill/status/2026/H.1,Bill Status H.1 (Act 44),H.1,Introduced,True,False,
